company_code,company_name,pdf_filename,page_index,pdf_file_page,matched_categories,matched_keywords,issuer_alias_hits,hard_negative_hits,non_target_keywords,rule_or_promise_keywords,strong_event_hits,score,candidate_status,selection_source,parent_hit_page,expansion_reason,section_context,section_context_source,entity_scope,entity_scope_reason,issuer_bound_event,issuer_bound_event_reason,event_evidence_count,non_event_narrative,text_length,snippet
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,37,38,equity_snapshot,出资比例|持股数量|持股比例|股东名称|股本结构,三联锻造,股份支付,认缴出资额,,action|amount_or_ratio|date|establishment_signature|issuer_alias|snapshot_signature|subscription_signature|target_keyword,17,candidate,direct_hit,,,issuer_history,设立以来股本演变情况,issuer,issuer_bound_event_clause,yes,specific_alias_in_event_clause,5,,946,序号 姓名 合伙人类型 岗位 认缴出资额 （万元） 出资比例 （%） 出资方式 出资期限 张星 有限合伙人 三连零部件 技术部副部 长 9.00 0.57 货币 2019.12.31 之前 董瑞丽 有限合伙人 三连零部件 企管部人事 主管 9.00 0.57 货币 2019.12.31 之前 陈海燕 有限合伙人 三连零部件 会计、工会主 席 9.00 0.57 货币 2019.12.31 之前 余小雷 有限合伙人 湖州三连工 艺部副部长 9.00 0.57 货币 2019.12.31 之
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,38,39,subscription_flow,增资扩股,三联锻造,股份支付|股权激励,,,action|amount_or_ratio|date|issuer_alias|target_keyword,7,drop,direct_hit,,,issuer_history,设立以来股本演变情况,issuer,issuer_bound_event_clause,yes,strong_issuer_capital_pattern,5,dominant_non_event:股份支付费用|股份支付费用的计算依据,1013,"①股份支付费用的计算依据、方法 2019 年12 月10 日，公司聘请中水致远评估有限公司对公司股东全部权益 价值进行评估并出具中水致远评咨字【2019】第020067 号《芜湖三联锻造股份 有限公司拟进行股份支付所涉及的股权公允价值项目估值报告》，截至评估基准 日2018 年12 月31 日，公司全部股东权益市场价值为52,800.00 万元。按照评估 价值及公司股本8,150.00 万股计算，公司每股公允价值为6.48 元。 2022 年3 月10 日，公司聘请中水致远评估有限公司对公司股东全部权益价 值进行评估并出具中水致远评咨字【2022】第020010 号《芜湖三联锻造股份有 限公司进行股份支付所涉及"
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,39,40,share_transfer_flow,将其持有的,,合伙份额|员工持股平台|股份支付|股权激励,,,action|date|target_keyword,-5,drop,direct_hit,,,issuer_history,设立以来股本演变情况,platform_internal,合伙人|合伙份额|员工持股平台|普通合伙人,no,,2,dominant_non_event:股份支付费用,882,公允价值 （元/股）② 7.15 7.15 7.15 员工持股平台入股价格 （元/股）③ 4.50 4.50 4.50 确认股份支付费用（万元） ④=①*（②-③） 673.96 673.96 695.18 等待期月数（月）⑤ 累计等待月数（月）⑥ 累计确认股份支付 （万元）⑦=④*⑥/⑤ 296.86 200.58 107.59 当期应确认股份支付 （万元） 96.28 92.99 99.28 发行人对应公司股份数量变动系激励对象离职将其持有的合伙份额向普通 合伙人转让，普通合伙人持有的公司股份不具有激励效果。 三联合伙自成立至2022 年12 月31 日，合伙人变动情况如下： 序号 时间 出让人 受让人 转让出资 额（万元） 对应发行人 股数（万股） 转让比 例（%） 转让对价 （万元） 2020.6.4 黎孝林 陈杰 9.00 2.00 0.57 9.00 2020.7.23 班文成 孙国奉 4.50 1.00 0.29 4.50 王洪兵 江民春 9.00 2.
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,40,41,company_establishment,公司设立|有限公司设立,三联锻造,同业竞争|股份支付|股权激励|附件,执行事务合伙人,,action|issuer_alias|target_keyword,-3,drop,direct_hit,,,issuer_history,设立以来股本演变情况,unclear,,no,,1,dominant_non_event:股份支付会计处理|股份支付的会计处理,1104,公司在中国证券市场首次公开发行人民币普通股股票并上市且股票锁定期（自标 的公司股票上市之日起三年）届满之日起，本合伙企业所持标的股份将根据合伙 人的书面申请，并经合伙人会议表决通过（且必须取得执行事务合伙人孙国奉先 生同意）后择机分批出售，出售股票所得款项扣税及扣除各种费用后由提出申请 的合伙人按照提出申请比例进行分配。”该约定表明，三联锻造员工需完成规定 的服务期限方可从股权激励计划中获益，属于可行权条件中的服务期限条件。 ③股份支付会计处理符合会计准则的规定 公司股份支付会计处理与《企业会计准则第11 号-股份支付》的对照情况如 下： 《企业会计准则第11 号——股份支付》 公司情况对照 第二条股份支付，是指企业为获取职工和其他 方提供服务而授予权益工具或者承担以权益工具为 基础确定的负债的交易。股份支付分为以权益结算 的股份支付和以现金结算的股份支付。以权益结
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,42,43,equity_snapshot,股权结构,三联锻造,全资子公司|同业竞争,,,action|amount_or_ratio|date|issuer_alias|issuer_structure_heading|target_keyword,13,candidate,direct_hit,,,issuer_structure,发行人的股权结构,issuer,explicit_issuer_structure_heading,no,,5,,379,三、发行人的股权结构 截至本招股说明书签署日，发行人股权结构图如下： 四、发行人控股子公司、分公司及参股公司情况 （一）全资子公司基本情况 截至本招股说明书签署日，发行人拥有6 家全资子公司，具体情况如下： 1、三连零部件 公司名称 温州三连汽车零部件有限公司 统一社会信用代码 91330381MA298WTM4J 成立日期 2017 年9 月20 日 注册地址 浙江省温州市瑞安市桐浦镇桐浦村 主要生产经营地 浙江省温州市瑞安市桐浦镇桐浦村 注册资
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,48,49,equity_snapshot,出资比例,三联锻造,员工持股平台,执行事务合伙人,,action|amount_or_ratio|date|issuer_alias|target_keyword,-3,drop,direct_hit,,,issuer_structure,发行人的股权结构,platform_internal,合伙人|员工持股平台|执行事务合伙人|普通合伙人|有限合伙人,no,,3,,891,020.6.4 黎孝林 陈杰 9.00 0.57 9.00 2020.7.23 班文成 孙国奉 4.50 0.29 4.50 王洪兵 江民春 9.00 0.57 9.00 2021.3.1 邓云辉 孙国奉 13.50 0.86 14.10 2021.6.30 昝朋 孙国奉 13.50 0.86 14.10 严琪 孙国奉 9.00 0.57 9.40 截至本招股说明书签署日，三联合伙的合伙人出资情况如下： 序号 合伙人 出资额 （万元） 出资比例 （%） 合伙人类型 任职情况 孙国奉 423.00 27.01 普通合伙人 三联锻造董事长、总经理 韩良 360.00 22.99 有限合伙人 三联锻造董事、副总经理 孟江峰 135.00 8.62 有限合伙人 三联锻造副总经理 杨成 54.00 3.45 有限合伙人 三联锻造财务总监、董事会秘书 洪贤来 45.00 2.87 有限合伙人 三联锻造机加技术部总监 王芳琴 45.00 2.87 有限合伙人 三联锻造采购部总监 刘
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,49,50,equity_snapshot,出资比例,三联锻造,,,,action|issuer_alias|target_keyword,12,drop,direct_hit,,,issuer_structure,发行人的股权结构,unclear,,no,,1,,1060,序号 合伙人 出资额 （万元） 出资比例 （%） 合伙人类型 任职情况 孙秀娟 27.00 1.72 有限合伙人 三联锻造监事会主席、销售部总监 田金龙 22.50 1.44 有限合伙人 三联锻造监事、锻造技术部部长 章仁先 22.50 1.44 有限合伙人 三联锻造设备保全部总监 朱兵兵 22.50 1.44 有限合伙人 三联锻造销售部总监 刘锐 22.50 1.44 有限合伙人 芜湖万联生产部总监 班文成 18.00 1.15 有限合伙人 三联锻造监事、质保部总监
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,50,51,equity_snapshot,出资比例,,员工持股平台,合伙人名称|基金管理人|执行事务合伙人,,action|amount_or_ratio|date|target_keyword,-5,drop,direct_hit,,,issuer_structure,发行人的股权结构,platform_internal,合伙人|员工持股平台|执行事务合伙人,no,,3,,794,"序号 合伙人 出资额 （万元） 出资比例 （%） 合伙人类型 任职情况 合计 1,566.00 100.00 / 三联合伙为公司员工持股平台，仅对其持有的公司股份进行投资管理，并不 从事其他对外投资业务。全体合伙人以自有资金或自筹资金对合伙企业出资，没 有以公开或非公开的方式募集资金，不存在委托基金管理人管理资产的情形，无 需根据《私募投资基金监督管理暂行办法》等规定办理登记备案。 （三）控股股东和实际控制人直接或间接持有发行人的股份是否存在被质押、 冻结或发生诉讼纠"
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,51,52,equity_snapshot,出资比例,,,合伙人名称|基金管理人|执行事务合伙人,,action|amount_or_ratio|date|target_keyword,0,drop,direct_hit,,,issuer_structure,发行人的股权结构,platform_internal,合伙人|执行事务合伙人|普通合伙人|有限合伙人,no,,3,,847,"序号 合伙人名称/姓名 出资额（万元） 出资比例（%） 合伙人类型 陈灏元 50,000.00 44.25 有限合伙人 安徽省高新技术产业投资 有限公司 44,800.00 39.65 有限合伙人 芜湖市建设投资有限公司 11,200.00 9.91 有限合伙人 安徽同华投资管理中心 （有限合伙） 2,400.00 2.12 普通合伙人 盛秀林 1,550.00 1.37 有限合伙人 周兆渊 1,400.00 1.24 有限合伙人 钱坤 1,350.00 1.20 有限合伙人"
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,52,53,equity_snapshot,持股数量|持股比例|股东名称|股权结构,,,,,amount_or_ratio|issuer_structure_heading|snapshot_signature|target_keyword,21,candidate,direct_hit,,,issuer_structure,发行人股本情况,issuer,issuer_structure_table_continuation,yes,strong_issuer_capital_pattern,5,,718,"际控制人报告期内不存在贪污、贿赂、侵占财产、挪用 财产或者破坏社会主义市场经济秩序的刑事犯罪，不存在欺诈发行、重大信息披 露违法或者其他涉及国家安全、公共安全、生态安全、生产安全、公众健康安全 等领域的重大违法行为。 七、发行人股本情况 （一）本次发行前后股本情况 本公司发行前总股本8,498 万股，本次拟向社会公开发行2,838 万股，发行 后公司总股本11,336 万股，本次公开发行新股占发行后总股本25.04%。 本次发行后公司的股权结构如下： 序号 股东姓名/名称 发行前 发行后 持股数量 （万股） 持股比例（%） 持股数量 （万股） 持股比例（%） 孙国奉 2,287.00 26.91 2,287.00 20.17 张一衡 2,275.00 26.77 2,275.00 20.07 孙国敏 2,275.00 26.77 2,275.00 20.07 高新同华 1,150.00 13.53 1,150.00 10.14 三联合伙 348.00 4.10 348"
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,53,54,equity_snapshot,持股数量|持股比例|股东名称,,,,,issuer_structure_heading|target_keyword,16,candidate,direct_hit+event_bundle_context,53,bridge_page_continuity|same_section_context|starts_with_table_row|strong_core_signature|table_like|情况如下,issuer_structure,发行人股本情况,issuer,issuer_structure_table_continuation,no,,2,,671,"序号 股东名称 持股数量 （万股） 持股比例 （%） 张一衡 2,275.00 26.77 孙国敏 2,275.00 26.77 高新同华 1,150.00 13.53 三联合伙 348.00 4.10 孙仁豪 163.00 1.92 合计 8,498.00 100.00 （三）前十名自然人股东及其在发行人处任职情况 本次发行前，公司股东中包括4 名自然人股东，为孙国奉、张一衡、孙国敏、 孙仁豪，具体情况如下： 序号 股东名称 持股数量（万股"
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,65,66,equity_snapshot,持股数量|持股比例,,董事、监事、高级管理人员,,,action|target_keyword,2,drop,direct_hit,,,,,unclear,,no,,1,,780,"接持有公司股份情况如下： 序号 姓名 职务/亲属关系 持股数量 （万股） 持股比例 （%） 孙国奉 董事长、总经理 2,287.00 26.91 张一衡 董事 2,275.00 26.77 孙国敏 董事长、总经理孙国奉之弟 2,275.00 26.77 孙仁豪 副总经理 163.00 1.92 合计 7,000.00 82.37 2、间接持股情况 本次发行前，公司董事、监事、高级管理人员、核心技术人员及其近亲属间 接持有公司股份情况如下： 序号 姓名 职务/亲属关系 在间接持股主 体中所占"
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,66,67,overall_conversion,整体变更,,公司治理|规范运作,,,action|target_keyword,-7,drop,direct_hit,,,,,other_entity,named_event_subject:董事变动系三联有限,no,,1,,548,2020.6.15-2020.11.15 孙国奉 董事长 投资机构同华委派董事由 马栎松更换为李晔 张一衡 董事 韩良 董事 李晔 董事 孙仁豪 董事 2020.11.16 至今 孙国奉 董事长 为引进独立董事完善治理 机制，孙仁豪辞任董事仅 任职副总经理，经股东大 会审议，选举谭青、李明 发、张金为公司第一届董 事会独立董事 张一衡 董事 韩良 董事 李晔 董事 谭青 独立董事 李明发 独立董事 张金 独立董事 上述董事变动系三联有限整体变更为股份公司后为完善公司治理结构，促进 公司规范运作重新选聘了公司董事。上述董事变动未对公司生产经营产生重大不 利影响。 （二）监事的变动情况 报告期期初，公司监事为孙秀娟、田金龙、班文成，报告期内公司监事未发
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,67,68,overall_conversion,整体变更,,公司治理|对外投资情况|董事、监事、高级管理人员|规范运作,,,action|target_keyword,-6,drop,direct_hit,,,,,other_entity,named_event_subject:高级管理人员变动系三联有限,no,,1,,629, 序号 成员 职位 孙国奉 总经理 韩良 副总经理 孟江峰 副总经理 孙仁豪 副总经理、董事会秘书 杨成 财务总监 报告期内，公司高级管理人员变动情况如下： 期间 成员 职位 变动情况 2020.10.30 至今 孙国奉 总经理 经第一届董事会第十二次会议 审议通过，同意孙仁豪辞去董事 会秘书职务，聘任杨成为发行人 董事会秘书 韩良 副总经理 孟江峰 副总经理 孙仁豪 副总经理 杨成 董事会秘书、财务总监 上述高级管理人员变动系三联有限整体变更为股份公司后为完善公司治理 结构，促进公司规范运作重新选聘了公司高级管理人员。上述高级管理人员变动 未对公司生产经营产生重大不利影响。 公司董事及高级管理人员变动系正常变动，公司核心管理层始终保持稳定。 上述人员变动对公司日常管理不构成重大影响，也不影响公司的持续经营。 十一、董事、监事、高级管理人员及核心技术人员对外投资情况 截至本招股说明书签署日，公司董事、监事、高级管理人员及核心技术人员 对外投资情况如下： 序号 姓名 公
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,69,70,company_establishment|historical_evolution,发行人设立|股东变化|股本演变,,股权激励|董事、监事、高级管理人员,,,action|amount_or_ratio|date|target_keyword,1,drop,direct_hit,,,issuer_history,报告期内的股本和股东变化情况,issuer,protected_issuer_section_heading,no,,3,关联方,748,"术部工艺科科长 24.45 否 合计 703.76 / 注1：公司外部董事李晔未在公司领取薪酬，在公司股东高新同华领薪； 注2：公司独立董事张金除在公司领取独立董事津贴外，在其任职的中锻科技研发中心 （青岛）有限公司、中国锻压协会等单位领薪。 除上述情况外，公司董事、监事、高级管理人员及核心技术人员在公司及其 关联方处不存在领取其他收入及享受其他待遇或退休金计划的情况。发行人本次 公开发行申报前已经制定实施的股权激励请参见本章节之“二、发行人设立及报 告期内股本演变情况”之“（三）报告期内的股本和股东变化情况”。 十三、员工及其社会保障情况 （一）发行人员工相关变动情况 报告期各期末，公司员工人数情况如下（含子公司）： 单位：人 项目 2022.12.31 2021.12.31 2020.12.31 在册人数 1,718 1,767 1,495 劳务派遣 合计 1,790 1,826 1,555 2020 年10 月，随着公司业务规模的扩大及产品订单的增长，公司人力资"
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,84,85,company_establishment,公司设立,,,,,action|target_keyword,6,drop,direct_hit,,,,,unclear,,no,,1,,345,。 泵体用于进一步加工为发动机内的高压油泵，组成高压共轨系统总成，高压 油泵向高压共轨供给油料，保障高压共轨系统的供油压力。 门铰链是车门与车身的连接部件，经锻造生产的门铰链更坚固、安全。 锁爪用于混动和电动汽车的换挡执行机构，实现拨头的选挡和换挡功能。 内齿套用于减速器，在原动机和工作机或执行机构之间起匹配转速和传递转 矩的作用。 连杆、泵体、门铰链、锁爪、内齿套产品图片如下所示： 图：连杆、泵体、门铰链、锁爪、内齿套产品图示 （三）公司设立以来主营业务、主要产品的变化情况 公司自成立以来，主营业务、主要产品未发生重大变化。随着公司研发和生 产能力的提高，产品种类逐渐丰富。
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,205,206,,,,员工持股平台|股权激励,,,action|date,-5,drop,direct_hit,,,,,platform_internal,员工持股平台,no,,2,,1039,（2）核心技术人员与研发人员基本情况 截至2022 年12 月31 日，公司共有研发人员205 名，其中核心技术人员4 名，为韩良、孟江峰、田金龙和孙文政。韩良、孟江峰、田金龙、孙文政的基本 情况请参见本招股说明书“第四节 发行人基本情况”之“八、发行人董事、监 事、高级管理人员及其他核心人员的简要情况”。 2、核心技术人员对公司研发的具体贡献 核心技术人员 具体贡献 韩良 全面主持公司的生产线规划布局、重大项目装备建设与制造以及工艺技术 改进；开发推广了半闭式预成形模具及工艺技术在公司内的应用；解决了 微合金结构钢的金相组织与性能问题；主持热模锻压力机、旋压机等重要 装备的设计、制造及改进；主持空心轴等多项新产品的开发；参与编写了 由中国锻压协会组织编写的锻件生产技术丛书《模锻工艺及其设备使用特 性》，为公司技术研发提供了理论依据。 孟江峰 协助建立了公司技术管理体系，培养了一大批技术人才，为公司可持续发 展打下了坚实的技术基础；完善并优化了热锻件半闭式、闭式成型工
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,221,222,equity_snapshot,股权结构,三联锻造,,,,action|date|issuer_alias|target_keyword,-1,drop,direct_hit,,,,,other_entity,other_entity_event_clause:部件有限公司,no,,2,dominant_non_event:合并报表范围|财务报表编制的基础,761,通过实施以上程序，发行人会计师没有发现三联锻造应收账款坏账准备计提 存在异常。 三、财务报表编制的基础、合并报表范围及变化情况 （一）财务报表编制的基础 1、编制基础 公司以持续经营为基础，根据实际发生的交易和事项，按照财政部颁布的 《企业会计准则——基本准则》和各项具体会计准则、企业会计准则应用指南、 企业会计准则解释及其他相关规定（以下合称“企业会计准则”），以及中国证 券监督管理委员会《公开发行证券的公司信息披露编报规则第15 号——财务报 告的一般规定》（2014 
001282,三联锻造,001282_三联锻造_IPO招股说明书.pdf,357,358,overall_conversion,整体变更,三联锻造,关联交易|内部控制|独立性|规范运作|违法违规,,,action|date|issuer_alias|target_keyword,-10,drop,direct_hit,,,,,other_entity,other_entity_event_clause:发行人系由三联有限整体变更成立的股份有限公司,no,,2,关联方,672,（二）注册会计师对发行人内部控制的鉴证意见 容诚会计师对公司董事会编制的2022 年12 月31 日与财务报告相关的内部 控制有效性认定进行了审核。并出具容诚专字【2023】230Z0283 号《内部控制 鉴证报告》。报告的结论性意见为：“三联锻造于2022 年12 月31 日按照《企 业内部控制基本规范》和相关规定在所有重大方面保持了有效的财务报告内部控 制。” 三、发行人报告期内违法违规情况 报告期内，公司不存在重大违法违规行为，也未受到国家行政及行业主管部 门的重大处罚。 四、报告期内对外担保和资金占用情况 （一）报告期内资金占用情况的说明 报告期内，公司不存在资金被控股股东、实际控制人及其控制的其他企业以 借款、代偿债务、代垫款项或者其他方式占用的情况。报告期内公
