company_code,company_name,package_id,raw_event_family,event_title,pages,rule_predicted_type,rule_basis,suggested_human_type,human_event_type,type_match_after_confirmation,classification_source,classification_confidence,needs_human_confirmation,review_priority,classification_reason,existing_human_review_status,field_gold_created,reviewed_by,reviewed_at,source_excerpt,confirmation_status
301563,云汉芯城,301563_historical_overview_001,historical_overview,设立以来股本演变概图,56|57|58,historical_context,title_or_family:历史背景,historical_context,historical_context,True,AI-assisted draft; event type confirmed by student,medium,True,MEDIUM,title_or_family:历史背景；股本演变概图是历史脉络，不是单一交易事件,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:17:52,[PAGE 56][PRIMARY] （三）云汉有限设立以来股本演变情况（转下图） [PAGE 57][PRIMARY] 云汉芯城（上海）互联网科技股份有限公司招股说明书56（续上图） [PAGE 58][PRIMARY] 云汉芯城（上海）互联网科技股份有限公司招股说明书57（转下图）（续上图）,USER_CONFIRMED
301563,云汉芯城,301563_overall_conversion_001,overall_conversion,整体变更设立股份有限公司,53|54|55,overall_conversion,title_keyword:整体变更/整体改制,overall_conversion,overall_conversion,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,title_keyword:整体变更/整体改制,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:18:15,"[PAGE 53][PRIMARY] （一）发行人的设立方式发行人系由上海云汉电子有限公司整体变更设立。2015年9月1日，经云汉有限股东会决议通过，有限公司全体股东作为发起人，以2015年8月31日为基准日进行审计、评估，将有限公司整体变更为股份有限公司，并将名称变 [PAGE 54][PRIMARY] 云汉芯城（上海）互联网科技股份有限公司招股说明书53更为云汉芯城（上海）互联网科技股份有限公司。2015年10月13日，致同会计师事务所出具致同审字（2015）第350ZB0228号《审计报告》，截至2015年8月31日，有限公司的净资产为45,010,412.64元。2015年10月14日，上海立信资产评估有限公司出具了信资评报字（2015）第415号《上海云汉电子有限公司拟公司改制整体资产评估报告书》，有限公司以2015年8月31日为基准日的净资产评估值为4,773.16万元，高于公司拟整体变更的股本，符合《公司法》等法律法规的规定。2015年10月15日，全体发起人签署了《云汉芯城（上海）互联网科技股份有限公司发起人协议书》。有限公司将经审计净资产额45,010,412.64元按1.1253:1的比例折成4,000万股，每股面值为1元人民币，其余人民币5,010,412.64元计入资本公积；股份公司的股本总额为4,000万股，注册资本及实收资本均为人民币4,000万元；自然人股东已按规定履行了纳税义务并取得了完税凭证等相关资料。2015年10月30日，公司召开股份公司创立大会，会议决议通过上述有限公司整体变更及折股方案。2015年10月30日，致同会计师事务所对本次整体",BATCH_CONFIRMED_BY_STUDENT
301563,云汉芯城,301563_share_transfer_flow_001,share_transfer_flow,2018年4月第一次股权转让,58|59,share_transfer,event_family:share_transfer_flow,share_transfer,share_transfer,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:share_transfer_flow,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:18:32,"[PAGE 58][PRIMARY] （一）2018年4月，股份公司第一次股权转让2018年4月28日，丰利财富与天健创投签署了《关于云汉芯城（上海）互联网科技股份有限公司股份转让协议》，约定丰利财富将其持有的云汉芯城全部666,680股股份（占总股本的1.67%）转让给天健创投，转让价格系按照丰利财富2015年入股云汉有限时的投资总额1,000万元确定。丰利财富系代表其管理的丰利财富新三板成长基金（以下简称“丰利新三板基金”）投资发行人，资金来源为丰利新三板基金的募集资金。由于2018年丰利新三板基金拟转让发行人股份时，其存续期限已临近届满，基金所投资的项目退出压力较大，急于寻找退出的渠道，因此丰利财富同意按其出资时的价格1000万元将持有发行人的股份转让给天健创投。新增股东天健创投主营业务为创业投资，与公司主营业务不存在相似或相同的情况，非三类股东。东方富海（芜湖）股权投资基金管理企业（有限合伙）和厦门蜜呆资产管理合伙企业（有限合伙）为其普通合伙人，其中蜜呆资管为其执行事务合伙人，实际控制人为徐珊。本次股权转让后，公司股权结构如下：序号股东姓名/名称持股数量（股）持股比例（%）1曾烨17,792,00044.48 [PAGE 59][PRIMARY] 云汉芯城（上海）互联网科技股份有限公司招股说明书58序号股东姓名/名称持股数量（股）持股比例（%）2刘云锋7,413,36018.533力源信息5,004,00012.514芜湖富海2,835,3207.095东方富海2,502,0006.266为赛咨询1,853,3604.637深创投933,3202.338天健创投666,",BATCH_CONFIRMED_BY_STUDENT
301563,云汉芯城,301563_share_transfer_flow_002,share_transfer_flow,2018年6月至7月第二次股权转让,59|60|61,share_transfer,event_family:share_transfer_flow,share_transfer,share_transfer,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:share_transfer_flow,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:18:42,"[PAGE 59][PRIMARY] （二）2018年6月至7月，股份公司增加注册资本暨第二次股权转让2018年6月12日，发行人与国科瑞华、CASREVFUND、中科贵银、夏东、南山富海、珠海拓域、曾烨、刘云锋、为赛咨询、力源信息、东方富海、芜湖富海、深创投、天健创投、镇江红土、昆山红土、富海深湾、富海节能、临港投资、鸿迪投资签署了《关于云汉芯城（上海）互联网科技股份有限公司之增资与股权转让协议》，约定该协议相关方对发行人增资，以及受让发行人股份事宜。根据该协议，国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREVFUND以现金1,800万元的等值美元认缴新增注册资本61.8万元；中科贵银以现金1,584万元认缴新增注册资本54.384万元；夏东以现金204万元认缴新增注册资本7.004万元；南山富海以现金3,000万元认缴新增注册资本103万元；珠海拓域以现金1,000万元认缴新增注册资本34.3333万元。同时，该协议还约定，曾烨将其持有的发行人51.5万股股份转让予富海节能，转让价格为1,500万元；曾烨将其持有的发行人18.025万股股份转让予临港投资，转让价格为524.9994万元；刘云锋将其持有的发行人9.4417万股股份转让予临港投资，转让价格为275.006万元；刘云锋将其持有的发行人36.9083万股股份转让予鸿迪投资，转让价格为1,075万元。上述增资和股权转让的每股价格约为29.13元，对应发行人整体投后估值约为13.5亿元。发行人于2018年6月12日召开2018年第一次临时股东大会并通过决议， [PAGE 60][PRIMA",BATCH_CONFIRMED_BY_STUDENT
301563,云汉芯城,301563_share_transfer_flow_003,share_transfer_flow,2019年8月第三次股权转让,61|62,share_transfer,event_family:share_transfer_flow,share_transfer,share_transfer,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:share_transfer_flow,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:18:53,"[PAGE 61][PRIMARY] （三）2019年8月，股份公司第三次股权转让2019年8月13日，为赛咨询与李文发、秦国君分别签署了《股份转让协议》。根据该协议，李文发以40万元的价格受让为赛咨询持有的发行人股份40万股，秦国君以40万元的价格受让为赛咨询持有的发行人股份40万股。同时，李文发、秦国君与为赛咨询其他合伙人签署了《退伙协议书》，两人于2019年8月12日将其依据2017年公司员工激励方案以40万元的价格各取得的为赛咨询21.58%的财产份额转出，进而从为赛咨询退伙。本次转让后，公司的股权结构如下：序号股东姓名/名称持股数量（股）持股比例（%）1曾烨17,096,75036.892刘云锋6,949,86014.993力源信息5,004,00010.804芜湖富海2,835,3206.125国科瑞华2,544,7875.496东方富海2,502,0005.407为赛咨询1,053,3602.278南山富海1,030,0002.229深创投933,3202.0110天健创投666,6801.44 [PAGE 62][PRIMARY] 云汉芯城（上海）互联网科技股份有限公司招股说明书61序号股东姓名/名称持股数量（股）持股比例（%）11CASREVFUND618,0001.3312周雪峰600,0001.2913李文发600,0001.2914秦国君600,0001.2915中科贵银543,8401.1716富海节能515,0001.1117鸿迪投资369,0830.8018珠海拓域343,3330.7419镇江红土333,3200.7220昆山红土333,3200",BATCH_CONFIRMED_BY_STUDENT
301563,云汉芯城,301563_share_transfer_flow_004,share_transfer_flow,2020年9月第四次股权转让,63|64|65,share_transfer,event_family:share_transfer_flow,share_transfer,share_transfer,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:share_transfer_flow,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:19:10,"[PAGE 63][PRIMARY] （五）2020年9月，股份公司第三次增资和第四次股权转让2020年9月15日，发行人召开2020年第三次临时股东大会并通过决议，同意发行人的注册资本由4,748.0488万元增至4,883.7074万元。其中，厦门西堤以5,000.00万元认购公司新增股份96.899万股，96.899万元计入股本，剩余部分计入资本公积；中小企业基金以2,000.00万元认购新增股份38.7596万股，38.7596万元计入股本，剩余部分计入资本公积。2020年12月16日，容诚会计师出具了《验资报告》（容诚验字 [PAGE 64][PRIMARY] 云汉芯城（上海）互联网科技股份有限公司招股说明书63[2020]361Z0117号），对本次增资进行了验证。此外，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等8位自然人、法人主体签署股份转让协议，转让股份合计1,659,535股，具体情况如下：转让方受让方转让股数（股）转让价格（万元）曾烨鸿迪投资480,000.002,476.80郦韩英484,495.002,499.99刘云锋福建开京116,280.00600.00沈笑彦85,000.00438.60衣嘉平85,000.00438.60余满芬85,000.00438.60崔振南38,760.00200.00湘裕君源85,000.00438.60李文发湘裕君源50,000.00258.00秦国君湘裕君源150,000.00774.002020年9月23日，股份公司在上海市市场监督管理局完成了变更登",BATCH_CONFIRMED_BY_STUDENT
301563,云汉芯城,301563_subscription_flow_001,subscription_flow,2018年6月至7月增加注册资本,59|60|61,capital_increase,event_family:subscription_flow,capital_increase,capital_increase,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:subscription_flow；已有字段级Gold支持,GOLD_CREATED,True,lzr,,"[PAGE 59][PRIMARY] （二）2018年6月至7月，股份公司增加注册资本暨第二次股权转让2018年6月12日，发行人与国科瑞华、CASREVFUND、中科贵银、夏东、南山富海、珠海拓域、曾烨、刘云锋、为赛咨询、力源信息、东方富海、芜湖富海、深创投、天健创投、镇江红土、昆山红土、富海深湾、富海节能、临港投资、鸿迪投资签署了《关于云汉芯城（上海）互联网科技股份有限公司之增资与股权转让协议》，约定该协议相关方对发行人增资，以及受让发行人股份事宜。根据该协议，国科瑞华以现金7,412万元认缴新增注册资本254.4787万元；CASREVFUND以现金1,800万元的等值美元认缴新增注册资本61.8万元；中科贵银以现金1,584万元认缴新增注册资本54.384万元；夏东以现金204万元认缴新增注册资本7.004万元；南山富海以现金3,000万元认缴新增注册资本103万元；珠海拓域以现金1,000万元认缴新增注册资本34.3333万元。同时，该协议还约定，曾烨将其持有的发行人51.5万股股份转让予富海节能，转让价格为1,500万元；曾烨将其持有的发行人18.025万股股份转让予临港投资，转让价格为524.9994万元；刘云锋将其持有的发行人9.4417万股股份转让予临港投资，转让价格为275.006万元；刘云锋将其持有的发行人36.9083万股股份转让予鸿迪投资，转让价格为1,075万元。上述增资和股权转让的每股价格约为29.13元，对应发行人整体投后估值约为13.5亿元。发行人于2018年6月12日召开2018年第一次临时股东大会并通过决议， [PAGE 60][PRIMA",BATCH_CONFIRMED_BY_STUDENT
301563,云汉芯城,301563_subscription_flow_002,subscription_flow,2020年5月第二次增资,62|63,capital_increase,event_family:subscription_flow,capital_increase,capital_increase,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:subscription_flow,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:19:26,"[PAGE 62][PRIMARY] （四）2020年5月，股份公司第二次增资2020年5月20日，召开2020年第二次临时股东大会并通过决议，同意发行人的注册资本由4,635万元增至4,748.0488万元。根据发行人与火炬电子于2020年5月20日签署的《关于云汉芯城（上海）互联网科技股份有限公司之增资协议》，火炬电子以现金5,000万元认购上述新增股份113.0488万股。此次增资每股价格约为44.23元，对应发行人整体投后估值约为21亿元。2020年5月28日，发行人在上海市市场监督管理局完成了变更备案。2020年12月16日，容诚会计师出具了《验资报告》（容诚验字[2020]361Z0117号），对本次增资进行了验证。本次增资后，发行人的股权结构如下：序号股东姓名/名称持股数量（股）持股比例（%）1曾烨17,096,75036.012刘云锋6,949,86014.64 [PAGE 63][PRIMARY] 云汉芯城（上海）互联网科技股份有限公司招股说明书62序号股东姓名/名称持股数量（股）持股比例（%）3力源信息5,004,00010.544芜湖富海2,835,3205.975国科瑞华2,544,7875.366东方富海2,502,0005.277火炬电子1,130,4882.388为赛咨询1,053,3602.229南山富海1,030,0002.1710深创投933,3201.9711天健创投666,6801.4012CASREVFUND618,0001.3013周雪峰600,0001.2614李文发600,0001.2615秦国君600,0001.2616中科贵银",BATCH_CONFIRMED_BY_STUDENT
301563,云汉芯城,301563_subscription_flow_003,subscription_flow,2020年9月第三次增资,63|64|65,capital_increase,event_family:subscription_flow,capital_increase,capital_increase,True,"AI-assisted draft based on event_family, title, source_text and existing gold_coverage status",high,False,LOW,event_family:subscription_flow,REVIEWED_NOT_SELECTED_FOR_FIELD_GOLD,False,lzr,2026-06-19T17:19:36,"[PAGE 63][PRIMARY] （五）2020年9月，股份公司第三次增资和第四次股权转让2020年9月15日，发行人召开2020年第三次临时股东大会并通过决议，同意发行人的注册资本由4,748.0488万元增至4,883.7074万元。其中，厦门西堤以5,000.00万元认购公司新增股份96.899万股，96.899万元计入股本，剩余部分计入资本公积；中小企业基金以2,000.00万元认购新增股份38.7596万股，38.7596万元计入股本，剩余部分计入资本公积。2020年12月16日，容诚会计师出具了《验资报告》（容诚验字 [PAGE 64][PRIMARY] 云汉芯城（上海）互联网科技股份有限公司招股说明书63[2020]361Z0117号），对本次增资进行了验证。此外，公司股东曾烨、刘云锋、秦国君、李文发与郦韩英、沈笑彦、衣嘉平、余满芬、崔振南、鸿迪投资、福建开京、湘裕君源等8位自然人、法人主体签署股份转让协议，转让股份合计1,659,535股，具体情况如下：转让方受让方转让股数（股）转让价格（万元）曾烨鸿迪投资480,000.002,476.80郦韩英484,495.002,499.99刘云锋福建开京116,280.00600.00沈笑彦85,000.00438.60衣嘉平85,000.00438.60余满芬85,000.00438.60崔振南38,760.00200.00湘裕君源85,000.00438.60李文发湘裕君源50,000.00258.00秦国君湘裕君源150,000.00774.002020年9月23日，股份公司在上海市市场监督管理局完成了变更登",BATCH_CONFIRMED_BY_STUDENT
301581,黄山谷捷,301581_equity_snapshot_001,equity_snapshot,招股说明书签署日发行人股权关系图,48|49,equity_snapshot,event_family:equity_snapshot,equity_snapshot,equity_snapshot,True,AI-assisted draft; event type confirmed by student,medium,True,MEDIUM,event_family:equity_snapshot；首轮人工审阅已标记需进一步核对,REVIEWED_NEEDS_FURTHER_WORK,False,lzr,2026-06-19T17:19:59,"[PAGE 48][PRIMARY] 五、发行人的股权结构和组织结构（一）股权结构图截至本招股说明书签署日，公司股权结构如下图所示： [PAGE 49][PRIMARY] 黄山谷捷股份有限公司招股说明书1-1-48（二）组织结构图截至本招股说明书签署日，公司组织结构如下图所示：股东大会董事会监事会经营管理层董事会秘书提名委员会薪酬与考核委员会战略委员会审计委员会生产部研发中心质量部营销部财务部采购部行政人事部物料部证券事务部内控审计部设备部六、发行人控股子公司、参股公司情况截至本招股说明书签署日，发行人拥有1家控股子公司，无参股公司，基本情况如下：黄山市供销合作社联合社黄山供销集团有限公司张俊武周斌黄山佳捷股权管理中心（有限合伙）SAICTECHNOLOGIESFUNDII,LLC深圳赛格高技术投资股份有限公司黄山谷捷股份有限公司黄山广捷表面处理科技有限公司100%7.315%7.315%51.87%25.65%5.00%2.85%51.00%14.00%GP上海广弘实业有限公司潘世琦5.35%43.65%",USER_CONFIRMED
